Nombre,Descripción,Tipo de Plantilla,Localidad,Calidad,URL del Icono de Calidad,Descripción del Icono de Calidad,Accesible,URL del Icono de Accesibilidad,Descripción del Icono de Accesibilidad,Teléfono,Dirección,Marcas,Perfiles Turísticos,Diversidad functional física ,Diversidad functional visual ,Diversidad functional auditiva ,Diversidad functional intelectual ,Diversidad functional orgánica ,Buenas prácticas ,Email,WEB,Importancia,Sala de Reuniones,Club de Producto,Visita Guiada,Tienda,Actividades Gastronómicas,Surfing,Postal Code,Tipo,Duración,Tipo de Transporte,Inicio de Ruta,Agua,Paisaje,Gastronomía,Cultura,Pareja,Niños,Amigos,Buscable,Idiomas,100% Basque,Coordenadas GPS,LATWGS84,LONWGS84,Nombre lugar,Dirección,Municipio,Código municipio,Código postal,Provincia,Código provincia,País,Código país,Teléfono,Correo electrónico,Página web,URL amigable,URL física,XML datos,XML metadatos,Zip
Añana,"Conocida como el valle salado, quien se acerca por primera vez a Añana queda extrañ...",Localidades,Salinas de Añana/Gesaltza Añana; Atiega/Atiaga | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Añana;Añana,049;049,,Araba/Álava;Araba/Álava,01;01,España;España,108;108,,,,https://turismoa.euskadi.eus/es/localidades/anana/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005063_d2_rec_turismo/es_5063/5063-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005063_d2_rec_turismo/es_5063/data/5063_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005063_d2_rec_turismo/r01Index/0000005063_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005063_d2_rec_turismo/opendata/0000005063_d2_rec_turismo.zip
Aramaio,"Además de contar con un entorno natural extraordinario, rodeado por montes y praderas, en ...",Localidades,Arexola | Diseminado; Azkoaga | Diseminado; Barajuen | Diseminado; Etxaguen | Diseminado; Uribarri | Diseminado; Ibarra; Oleta; Untzilla | Diseminado; Gantzaga | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aramaio;Aramaio;Aramaio;Aramaio;Aramaio;Aramaio;Aramaio;Aramaio;Aramaio,003;003;003;003;003;003;003;003;003,,Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava,01;01;01;01;01;01;01;01;01,España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/aramaio/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005064_d2_rec_turismo/es_5064/5064-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005064_d2_rec_turismo/es_5064/data/5064_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005064_d2_rec_turismo/r01Index/0000005064_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005064_d2_rec_turismo/opendata/0000005064_d2_rec_turismo.zip
Vitoria-Gasteiz,"Además de ser el centro político y administrativo de Euskadi, Vitoria-Gasteiz es un...",Localidades,Abetxuko; Zumeltzu; Ehari/Ali; Amarita; Andollu; Antezana/Andetxa; Arangiz; Arkauti/Arcaute; Arkaia; Aretxabaleta; Argandoña; Ariñiz/Aríñez; Armentia; ; Artatza Foronda; Askartza; Astegieta; Berrostegieta; Betoño; Castillo/Gaztelu; Zerio; Krispiña/ Crispi,,,,,,,,,Vitoria-Gasteiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz;Vitoria-Gasteiz,059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059;059,,Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava,01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01,España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/top10/localidades/vitoria/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005081_d2_rec_turismo/es_5081/5081-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005081_d2_rec_turismo/es_5081/data/5081_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005081_d2_rec_turismo/r01Index/0000005081_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005081_d2_rec_turismo/opendata/0000005081_d2_rec_turismo.zip
San Sebastián,"Hermosa, elegante, exquisita, coqueta, señorial. Así es Donostia / San Sebasti&aacu...",Localidades,Añorga; Igeldo; Landarbaso | Diseminado; Donostia / San Sebastián; Zubieta | Diseminado,,,,,,,,,San Sebastián,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donostia / San Sebastián;Donostia / San Sebastián;Donostia / San Sebastián;Donostia / San Sebastián;Donostia / San Sebastián,069;069;069;069;069,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20;20,España;España;España;España;España,108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/top10/localidades/donostia/san-sebastian/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005101_d2_rec_turismo/es_5101/5101-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005101_d2_rec_turismo/es_5101/data/5101_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005101_d2_rec_turismo/r01Index/0000005101_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005101_d2_rec_turismo/opendata/0000005101_d2_rec_turismo.zip
Eibar,"Eibar, situada a las orillas del río Ego, es una ciudad industrial y de intensa actividad ...",Localidades,Aginaga | Diseminado; Arrate | Diseminado; Eibar; Maltzaga | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eibar;Eibar;Eibar;Eibar,030;030;030;030,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20,España;España;España;España,108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/eibar/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005121_d2_rec_turismo/es_5121/5121-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005121_d2_rec_turismo/es_5121/data/5121_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005121_d2_rec_turismo/r01Index/0000005121_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005121_d2_rec_turismo/opendata/0000005121_d2_rec_turismo.zip
Abanto y Ciérvana-Abanto Zierbena,"Esta pequeña localidad de Bizkaia disfruta de un enclave natural único, a tan solo ...",Localidades,La Balastera; Abanto; Las Calizas | Diseminado; El Campillo; La Florida | Diseminado; Gallarta; Picón | Diseminado; Santa Juliana; Triano; Las Carreras; Los Castaños; Las Cortes | Diseminado; Cotorrio | Diseminado; Murrieta; Putxeta; San Pedro; Sanfuentes,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena;Abanto y Ciérvana-Abanto Zierbena,002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002;002,,Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48,España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/abanto-y-ciervana-abanto-zierbena/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005421_d2_rec_turismo/es_5421/5421-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005421_d2_rec_turismo/es_5421/data/5421_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005421_d2_rec_turismo/r01Index/0000005421_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005421_d2_rec_turismo/opendata/0000005421_d2_rec_turismo.zip
Aduna,El verde es el color predominante en los alrededores de este pequeño municipio de Gipuzkoa...,Localidades,Aduna,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.2037922,-2.0500787",43.2037922,-2.0500787,,,Aduna,002,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/aduna/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005441_d2_rec_turismo/es_5441/5441-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005441_d2_rec_turismo/es_5441/data/5441_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005441_d2_rec_turismo/r01Index/0000005441_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005441_d2_rec_turismo/opendata/0000005441_d2_rec_turismo.zip
Abaltzisketa,"Emplazado en un lugar inmejorable, en las estribaciones de la Sierra de Aralar y bajo las faldas ...",Localidades,Abaltzisketa,,,,,,,,,Montes y Valles vascos,,,,,,,,,https://www.abaltzisketa.eus/,,,,,,,,,,,,,,,,,,,,,,,"43.0475822,-2.1053881",43.0475822,-2.1053881,,,Abaltzisketa,001,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/abaltzisketa/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005443_d2_rec_turismo/es_5443/5443-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005443_d2_rec_turismo/es_5443/data/5443_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005443_d2_rec_turismo/r01Index/0000005443_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005443_d2_rec_turismo/opendata/0000005443_d2_rec_turismo.zip
Armiñón,A orillas del río Zadorra y dentro de la Cuadrilla de Añana nos encontramos con est...,Localidades,Estavillo; Armiñón; Lacorzana,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armiñón;Armiñón;Armiñón,006;006;006,,Araba/Álava;Araba/Álava;Araba/Álava,01;01;01,España;España;España,108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/arminon/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005444_d2_rec_turismo/es_5444/5444-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005444_d2_rec_turismo/es_5444/data/5444_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005444_d2_rec_turismo/r01Index/0000005444_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005444_d2_rec_turismo/opendata/0000005444_d2_rec_turismo.zip
Ajangiz,"Dentro de la comarca de Busturialdea, Ajangiz, forma parte de la Reserva de la Biosfera de Urdaib...",Localidades,Kanpantxu | Diseminado; Mendieta | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ajangiz;Ajangiz,911;911,,Bizkaia;Bizkaia,48;48,España;España,108;108,,,,https://turismoa.euskadi.eus/es/localidades/ajangiz/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005452_d2_rec_turismo/es_5452/5452-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005452_d2_rec_turismo/es_5452/data/5452_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005452_d2_rec_turismo/r01Index/0000005452_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005452_d2_rec_turismo/opendata/0000005452_d2_rec_turismo.zip
Alonsotegi,"En el pasillo que forma el río Cadagua entre los montes Sasiburu, Ganekogorta y Pagasarri ...",Localidades,Irauregi; Arbuio; Alonsotegi,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alonsotegi;Alonsotegi;Alonsotegi,912;912;912,,Bizkaia;Bizkaia;Bizkaia,48;48;48,España;España;España,108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/alonsotegi/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005461_d2_rec_turismo/es_5461/5461-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005461_d2_rec_turismo/es_5461/data/5461_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005461_d2_rec_turismo/r01Index/0000005461_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005461_d2_rec_turismo/opendata/0000005461_d2_rec_turismo.zip
Amorebieta-Etxano,"Convertida en ciudad de paso, Amorebieta-Etxano se sitúa en una ubicación inmejorab...",Localidades,Autzagana | Diseminado; Aldana | Diseminado; Boroa | Diseminado; Etxano | Diseminado; Euba; Bernagoitia | Diseminado; Amorebieta; Astepe | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amorebieta-Etxano;Amorebieta-Etxano;Amorebieta-Etxano;Amorebieta-Etxano;Amorebieta-Etxano;Amorebieta-Etxano;Amorebieta-Etxano;Amorebieta-Etxano;Amorebieta-Etxano,003;003;003;003;003;003;003;003;003,,Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48;48;48;48;48;48,España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/amorebieta-etxano/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005482_d2_rec_turismo/es_5482/5482-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005482_d2_rec_turismo/es_5482/data/5482_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005482_d2_rec_turismo/r01Index/0000005482_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005482_d2_rec_turismo/opendata/0000005482_d2_rec_turismo.zip
Aia,El entorno natural de esta pequeña localidad rural es espectacular y el Parque Natural de ...,Localidades,Elkano | Diseminado; Iruretaegia | Diseminado; Laurgain | Diseminado; Olaskoegia | Diseminado; Santio Erreka | Diseminado; Altzola | Diseminado; Arrutiegia | Diseminado; Etxetaballa | Diseminado; Kurpidea | Diseminado; Aia; Andatza; Urdaneta | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aia;Aia;Aia;Aia;Aia;Aia;Aia;Aia;Aia;Aia;Aia;Aia,016;016;016;016;016;016;016;016;016;016;016;016,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20;20;20;20;20;20;20;20;20,España;España;España;España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/aia/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005485_d2_rec_turismo/es_5485/5485-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005485_d2_rec_turismo/es_5485/data/5485_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005485_d2_rec_turismo/r01Index/0000005485_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005485_d2_rec_turismo/opendata/0000005485_d2_rec_turismo.zip
Aizarnazabal,"Nos adentramos en la localidad guipuzcoana de Aizarnazabal, un bello paraje situado en la comarca...",Localidades,Aizarnazabal; Etxabe | Diseminado; Etxezarreta | Diseminado; Saiatz | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aizarnazabal;Aizarnazabal;Aizarnazabal;Aizarnazabal;Aizarnazabal,003;003;003;003;003,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20;20,España;España;España;España;España,108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/aizarnazabal/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005501_d2_rec_turismo/es_5501/5501-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005501_d2_rec_turismo/es_5501/data/5501_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005501_d2_rec_turismo/r01Index/0000005501_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005501_d2_rec_turismo/opendata/0000005501_d2_rec_turismo.zip
Albiztur,"Nada más llegar a esta localidad de la comarca de Tolosaldea, nos toparemos con múl...",Localidades,Albiztur,,,,,,,,,Montes y Valles vascos,,,,,,,,,https://www.albiztur.eus/,,,,,,,,,,,,,,,,,,,,,,,"43.1297228,-2.1371801",43.1297228,-2.1371801,,,Albiztur,004,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/albiztur/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005502_d2_rec_turismo/es_5502/5502-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005502_d2_rec_turismo/es_5502/data/5502_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005502_d2_rec_turismo/r01Index/0000005502_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005502_d2_rec_turismo/opendata/0000005502_d2_rec_turismo.zip
Arraia-Maeztu,"Arraia-Maeztu es, junto con el de Bernedo, el más extenso de la comarca de la Monta&n...",Localidades,Róitegui/Erroitegi; Sabando; Aletxa; Arenaza/Areatza | Diseminado; Cicujano/Zekuiano; Ibisate | Diseminado; Leorza/Elortza; Musitu; Vírgala Mayor / Birgaragoien; Onraita/Erroeta; Maeztu/Maestu; Azazeta; Korres; Vírgala Menor/Birgarabarren | Diseminado; At,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arraia-Maeztu;Arraia-Maeztu;Arraia-Maeztu;Arraia-Maeztu;Arraia-Maeztu;Arraia-Maeztu;Arraia-Maeztu;Arraia-Maeztu;Arraia-Maeztu;Arraia-Maeztu;Arraia-Maeztu;Arraia-Maeztu;Arraia-Maeztu;Arraia-Maeztu;Arraia-Maeztu;Arraia-Maeztu,037;037;037;037;037;037;037;037;037;037;037;037;037;037;037;037,,Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava,01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01,España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/arraia-maeztu/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005506_d2_rec_turismo/es_5506/5506-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005506_d2_rec_turismo/es_5506/data/5506_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005506_d2_rec_turismo/r01Index/0000005506_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005506_d2_rec_turismo/opendata/0000005506_d2_rec_turismo.zip
Arrazua-Ubarrundia,"Gran parte del terreno de esta localidad alavesa, está emplazado a orillas del embals...",Localidades,Nanclares de Ganboa/Langara Ganboa; Mendibil; Luko; Landa; Durana; Ziriano | Diseminado; Betolaza; Arzubiaga | Diseminado; Arroiabe; Uribarri Ganboa; Zurbano/Zurbao,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arratzua-Ubarrundia;Arratzua-Ubarrundia;Arratzua-Ubarrundia;Arratzua-Ubarrundia;Arratzua-Ubarrundia;Arratzua-Ubarrundia;Arratzua-Ubarrundia;Arratzua-Ubarrundia;Arratzua-Ubarrundia;Arratzua-Ubarrundia;Arratzua-Ubarrundia,008;008;008;008;008;008;008;008;008;008;008,,Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava,01;01;01;01;01;01;01;01;01;01;01,España;España;España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/arrazua-ubarrundia/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005513_d2_rec_turismo/es_5513/5513-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005513_d2_rec_turismo/es_5513/data/5513_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005513_d2_rec_turismo/r01Index/0000005513_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005513_d2_rec_turismo/opendata/0000005513_d2_rec_turismo.zip
